,player_id,club_id,name,pretty_name,country_of_birth,country_of_citizenship,date_of_birth,position,sub_position,foot,height_in_cm,url,market_value
916,125714,60,mark-flekken,Mark Flekken,Netherlands,Netherlands,1993-06-13,Goalkeeper,,Both,194,https://www.transfermarkt.co.uk/mark-flekken/profil/spieler/125714,2250000
917,45660,27,eric-maxim-choupo-moting,Eric Maxim Choupo Moting,Germany,Cameroon,1989-03-23,Attack,Centre-Forward,Right,191,https://www.transfermarkt.co.uk/eric-maxim-choupo-moting/profil/spieler/45660,3150000
918,483046,27,josip-stanisic,Josip Stanisic,,Germany,2000-04-02,Defender,Right-Back,Both,186,https://www.transfermarkt.co.uk/josip-stanisic/profil/spieler/483046,360000
919,580195,27,jamal-musiala,Jamal Musiala,Germany,Germany,2003-02-26,Midfield,Attacking Midfield,Right,180,https://www.transfermarkt.co.uk/jamal-musiala/profil/spieler/580195,34200000
920,192565,27,leroy-sane,Leroy Sane,Germany,Germany,1996-01-11,Attack,Right Winger,Left,183,https://www.transfermarkt.co.uk/leroy-sane/profil/spieler/192565,54000000
921,159471,27,serge-gnabry,Serge Gnabry,Germany,Germany,1995-07-14,Attack,Right Winger,Right,176,https://www.transfermarkt.co.uk/serge-gnabry/profil/spieler/159471,63000000
922,317444,27,ron-thorben-hoffmann,Ron Thorben Hoffmann,Germany,Germany,1999-04-04,Goalkeeper,,Right,192,https://www.transfermarkt.co.uk/ron-thorben-hoffmann/profil/spieler/317444,540000
923,429987,27,tiago-dantas,Tiago Dantas,Portugal,Portugal,2000-12-24,Midfield,Central Midfield,Right,170,https://www.transfermarkt.co.uk/tiago-dantas/profil/spieler/429987,2700000
924,153084,27,leon-goretzka,Leon Goretzka,Germany,Germany,1995-02-06,Midfield,Central Midfield,Right,189,https://www.transfermarkt.co.uk/leon-goretzka/profil/spieler/153084,63000000
925,574569,44,marten-winkler,Marten Winkler,Germany,Germany,2002-10-31,Attack,Centre-Forward,,182,https://www.transfermarkt.co.uk/marten-winkler/profil/spieler/574569,180000
926,44317,28095,bojan-jokic,Bojan Jokic,Jugoslawien (SFR),Slovenia,1986-05-17,Defender,Left-Back,Left,176,https://www.transfermarkt.co.uk/bojan-jokic/profil/spieler/44317,270000
927,26485,27,jerome-boateng,Jerome Boateng,Germany,Germany,1988-09-03,Defender,Centre-Back,Right,190,https://www.transfermarkt.co.uk/jerome-boateng/profil/spieler/26485,7650000
928,58358,27,thomas-muller,Thomas Muller,Germany,Germany,1989-09-13,Attack,Second Striker,Right,185,https://www.transfermarkt.co.uk/thomas-muller/profil/spieler/58358,27000000
929,161056,27,joshua-kimmich,Joshua Kimmich,Germany,Germany,1995-02-08,Midfield,Defensive Midfield,Right,177,https://www.transfermarkt.co.uk/joshua-kimmich/profil/spieler/161056,81000000
930,17259,27,manuel-neuer,Manuel Neuer,Germany,Germany,1986-03-27,Goalkeeper,,Right,193,https://www.transfermarkt.co.uk/manuel-neuer/profil/spieler/17259,16200000
931,528833,23826,lazar-samardzic,Lazar Samardzic,Germany,Germany,2002-02-24,Midfield,Attacking Midfield,Left,184,https://www.transfermarkt.co.uk/lazar-samardzic/profil/spieler/528833,2700000
932,44017,27,javi-martinez,Javi Martinez,Spain,Spain,1988-09-02,Midfield,Defensive Midfield,Right,189,https://www.transfermarkt.co.uk/javi-martinez/profil/spieler/44017,4500000
933,59016,27,david-alaba,David Alaba,Austria,Austria,1992-06-24,Defender,Left-Back,Left,180,https://www.transfermarkt.co.uk/david-alaba/profil/spieler/59016,49500000
934,243714,27,kingsley-coman,Kingsley Coman,France,France,1996-06-13,Attack,Left Winger,Right,180,https://www.transfermarkt.co.uk/kingsley-coman/profil/spieler/243714,58500000
935,38253,27,robert-lewandowski,Robert Lewandowski,Poland,Poland,1988-08-21,Attack,Centre-Forward,Right,185,https://www.transfermarkt.co.uk/robert-lewandowski/profil/spieler/38253,54000000
936,503162,27,christopher-scott,Christopher Scott,Germany,Germany,2002-06-07,Midfield,Attacking Midfield,Right,179,https://www.transfermarkt.co.uk/christopher-scott/profil/spieler/503162,630000
937,296879,16,steffen-tigges,Steffen Tigges,Germany,Germany,1998-07-31,Attack,Centre-Forward,Left,193,https://www.transfermarkt.co.uk/steffen-tigges/profil/spieler/296879,1080000
938,388067,16,stefan-drljaca,Stefan Drljaca,Germany,Germany,1999-04-20,Goalkeeper,,Right,192,https://www.transfermarkt.co.uk/stefan-drljaca/profil/spieler/388067,225000
939,284847,41201,anton-terekhov,Anton Terekhov,Russia,Russia,1998-01-30,Attack,Right Winger,Right,186,https://www.transfermarkt.co.uk/anton-terekhov/profil/spieler/284847,360000
940,102226,16,thorgan-hazard,Thorgan Hazard,Belgium,Belgium,1993-03-29,Attack,Left Winger,Right,175,https://www.transfermarkt.co.uk/thorgan-hazard/profil/spieler/102226,24300000
941,538996,27,tanguy-nianzou,Tanguy Nianzou,France,France,2002-06-07,Defender,Centre-Back,Right,187,https://www.transfermarkt.co.uk/tanguy-nianzou/profil/spieler/538996,9900000
942,35047,16,axel-witsel,Axel Witsel,Liège / Luik,Belgium,1989-01-12,Midfield,Defensive Midfield,Right,188,https://www.transfermarkt.co.uk/axel-witsel/profil/spieler/35047,8100000
943,91849,16,thomas-delaney,Thomas Delaney,Denmark,Denmark,1991-09-03,Midfield,Defensive Midfield,Left,182,https://www.transfermarkt.co.uk/thomas-delaney/profil/spieler/91849,13500000
944,467720,16,youssoufa-moukoko,Youssoufa Moukoko,Cameroon,Germany,2004-11-20,Attack,Centre-Forward,Left,179,https://www.transfermarkt.co.uk/youssoufa-moukoko/profil/spieler/467720,16200000
945,39728,16,mats-hummels,Mats Hummels,Germany,Germany,1988-12-16,Defender,Centre-Back,Right,191,https://www.transfermarkt.co.uk/mats-hummels/profil/spieler/39728,10800000
946,284730,16,manuel-akanji,Manuel Akanji,Switzerland,Switzerland,1995-07-19,Defender,Centre-Back,Right,187,https://www.transfermarkt.co.uk/manuel-akanji/profil/spieler/284730,27000000
947,384745,16,tobias-raschl,Tobias Raschl,Germany,Germany,2000-02-21,Midfield,Central Midfield,Right,177,https://www.transfermarkt.co.uk/tobias-raschl/profil/spieler/384745,630000
948,401173,16,jadon-sancho,Jadon Sancho,Camberwell,England,2000-03-25,Attack,Right Winger,Right,180,https://www.transfermarkt.co.uk/jadon-sancho/profil/spieler/401173,90000000
949,35208,16,marcel-schmelzer,Marcel Schmelzer,DDR,Germany,1988-01-22,Defender,Left-Back,Left,180,https://www.transfermarkt.co.uk/marcel-schmelzer/profil/spieler/35208,630000
950,119296,16,emre-can,Emre Can,Germany,Germany,1994-01-12,Midfield,Defensive Midfield,Right,186,https://www.transfermarkt.co.uk/emre-can/profil/spieler/119296,23400000
951,35207,16,marco-reus,Marco Reus,Germany,Germany,1989-05-31,Midfield,Attacking Midfield,Right,180,https://www.transfermarkt.co.uk/marco-reus/profil/spieler/35207,11700000
952,344598,16,dan-axel-zagadou,Dan Axel Zagadou,France,France,1999-06-03,Defender,Centre-Back,Left,196,https://www.transfermarkt.co.uk/dan-axel-zagadou/profil/spieler/344598,16200000
953,59027,16,roman-burki,Roman Burki,Switzerland,Switzerland,1990-11-14,Goalkeeper,,Right,187,https://www.transfermarkt.co.uk/roman-burki/profil/spieler/59027,3600000
954,418560,16,erling-haaland,Erling Haaland,England,Norway,2000-07-21,Attack,Centre-Forward,Left,194,https://www.transfermarkt.co.uk/erling-haaland/profil/spieler/418560,117000000
955,627226,16,reinier,Reinier,Distrito Federal do Brasil,Brazil,2002-01-19,Midfield,Attacking Midfield,Right,185,https://www.transfermarkt.co.uk/reinier/profil/spieler/627226,14400000
956,187492,16,julian-brandt,Julian Brandt,Germany,Germany,1996-05-02,Midfield,Attacking Midfield,Right,185,https://www.transfermarkt.co.uk/julian-brandt/profil/spieler/187492,18000000
957,581678,16,jude-bellingham,Jude Bellingham,England,England,2003-06-29,Midfield,Central Midfield,Right,186,https://www.transfermarkt.co.uk/jude-bellingham/profil/spieler/581678,49500000
958,100986,16,thomas-meunier,Thomas Meunier,Belgium,Belgium,1991-09-12,Defender,Right-Back,Right,191,https://www.transfermarkt.co.uk/thomas-meunier/profil/spieler/100986,10800000
959,429874,16,ansgar-knauff,Ansgar Knauff,Germany,Germany,2002-01-10,Attack,Left Winger,Right,180,https://www.transfermarkt.co.uk/ansgar-knauff/profil/spieler/429874,2700000
960,25727,16,lukasz-piszczek,Lukasz Piszczek,Poland,Poland,1985-06-03,Defender,Right-Back,Right,184,https://www.transfermarkt.co.uk/lukasz-piszczek/profil/spieler/25727,675000
961,190685,27,bouna-sarr,Bouna Sarr,France,France,1992-01-31,Defender,Right-Back,Right,177,https://www.transfermarkt.co.uk/bouna-sarr/profil/spieler/190685,3600000
962,274461,16,felix-passlack,Felix Passlack,Germany,Germany,1998-05-29,Defender,Right-Back,Right,170,https://www.transfermarkt.co.uk/felix-passlack/profil/spieler/274461,2250000
963,166601,27,niklas-sule,Niklas Sule,Germany,Germany,1995-09-03,Defender,Centre-Back,Right,195,https://www.transfermarkt.co.uk/niklas-sule/profil/spieler/166601,31500000
964,191422,16,mahmoud-dahoud,Mahmoud Dahoud,Syria,Germany,1996-01-01,Midfield,Central Midfield,Right,178,https://www.transfermarkt.co.uk/mahmoud-dahoud/profil/spieler/191422,14400000
965,504215,16,giovanni-reyna,Giovanni Reyna,England,United States,2002-11-13,Midfield,Attacking Midfield,Right,185,https://www.transfermarkt.co.uk/giovanni-reyna/profil/spieler/504215,34200000
966,424204,27,alphonso-davies,Alphonso Davies,Ghana,Canada,2000-11-02,Defender,Left-Back,Left,183,https://www.transfermarkt.co.uk/alphonso-davies/profil/spieler/424204,63000000
967,336869,27,marc-roca,Marc Roca,Spain,Spain,1996-11-26,Midfield,Defensive Midfield,Left,184,https://www.transfermarkt.co.uk/marc-roca/profil/spieler/336869,9000000
968,190393,27,corentin-tolisso,Corentin Tolisso,Département Rhône,France,1994-08-03,Midfield,Central Midfield,Right,181,https://www.transfermarkt.co.uk/corentin-tolisso/profil/spieler/190393,18000000
969,195778,27,alexander-nubel,Alexander Nubel,Germany,Germany,1996-09-30,Goalkeeper,,Right,193,https://www.transfermarkt.co.uk/alexander-nubel/profil/spieler/195778,5400000
970,59238,16,marwin-hitz,Marwin Hitz,Switzerland,Switzerland,1987-09-18,Goalkeeper,,Right,194,https://www.transfermarkt.co.uk/marwin-hitz/profil/spieler/59238,1530000
971,170986,16,raphael-guerreiro,Raphael Guerreiro,France,Portugal,1993-12-22,Defender,Left-Back,Left,170,https://www.transfermarkt.co.uk/raphael-guerreiro/profil/spieler/170986,36000000
972,346900,60,nishan-burkart,Nishan Burkart,Switzerland,Switzerland,2000-01-31,Attack,Centre-Forward,Right,175,https://www.transfermarkt.co.uk/nishan-burkart/profil/spieler/346900,270000
973,335457,60,ermedin-demirovic,Ermedin Demirovic,Germany,Bosnia-Herzegovina,1998-03-25,Attack,Centre-Forward,Right,185,https://www.transfermarkt.co.uk/ermedin-demirovic/profil/spieler/335457,10800000
974,329373,60,carlo-boukhalfa,Carlo Boukhalfa,Germany,Germany,1999-05-03,Midfield,Defensive Midfield,Left,185,https://www.transfermarkt.co.uk/carlo-boukhalfa/profil/spieler/329373,270000
975,388513,16,mateu-morey-bauza,Mateu Morey Bauza,Spain,Spain,2000-03-02,Defender,Right-Back,Right,173,https://www.transfermarkt.co.uk/mateu-morey-bauza/profil/spieler/388513,6300000
976,342039,60,yannik-keitel,Yannik Keitel,Germany,Germany,2000-02-15,Midfield,Defensive Midfield,Both,186,https://www.transfermarkt.co.uk/yannik-keitel/profil/spieler/342039,1800000
977,332798,60,roland-sallai,Roland Sallai,Hungary,Hungary,1997-05-22,Attack,Right Winger,Both,182,https://www.transfermarkt.co.uk/roland-sallai/profil/spieler/332798,11700000
978,93604,60,lukas-kubler,Lukas Kubler,Germany,Germany,1992-08-30,Defender,Right-Back,Right,181,https://www.transfermarkt.co.uk/lukas-kubler/profil/spieler/93604,1350000
979,120296,60,benjamin-uphoff,Benjamin Uphoff,Germany,Germany,1993-08-08,Goalkeeper,,Right,191,https://www.transfermarkt.co.uk/benjamin-uphoff/profil/spieler/120296,450000
980,42936,60,nils-petersen,Nils Petersen,DDR,Germany,1988-12-06,Attack,Centre-Forward,Right,188,https://www.transfermarkt.co.uk/nils-petersen/profil/spieler/42936,2700000
981,372267,60,guus-til,Guus Til,Zambia,Netherlands,1997-12-22,Midfield,Attacking Midfield,Right,186,https://www.transfermarkt.co.uk/guus-til/profil/spieler/372267,4050000
982,225657,60,philipp-lienhart,Philipp Lienhart,Austria,Austria,1996-07-11,Defender,Centre-Back,Right,189,https://www.transfermarkt.co.uk/philipp-lienhart/profil/spieler/225657,12600000
983,55099,60,nicolas-hofler,Nicolas Hofler,Germany,Germany,1990-03-09,Midfield,Defensive Midfield,Right,181,https://www.transfermarkt.co.uk/nicolas-hofler/profil/spieler/55099,2250000
984,110036,60,dominique-heintz,Dominique Heintz,Germany,Germany,1993-08-15,Defender,Centre-Back,Left,188,https://www.transfermarkt.co.uk/dominique-heintz/profil/spieler/110036,4500000
985,281963,27,lucas-hernandez,Lucas Hernandez,France,France,1996-02-14,Defender,Left-Back,Left,184,https://www.transfermarkt.co.uk/lucas-hernandez/profil/spieler/281963,40500000
986,177779,60,janik-haberer,Janik Haberer,Germany,Germany,1994-04-02,Midfield,Central Midfield,Right,186,https://www.transfermarkt.co.uk/janik-haberer/profil/spieler/177779,4500000
987,85867,16,nico-schulz,Nico Schulz,Germany,Germany,1993-04-01,Defender,Left-Back,Left,180,https://www.transfermarkt.co.uk/nico-schulz/profil/spieler/85867,5400000
988,248999,60,lucas-holer,Lucas Holer,Germany,Germany,1994-07-10,Attack,Centre-Forward,Right,184,https://www.transfermarkt.co.uk/lucas-holer/profil/spieler/248999,3600000
989,259350,60,chang-hoon-kwon,Chang Hoon Kwon,"Korea, South","Korea, South",1994-06-30,Attack,Right Winger,Left,173,https://www.transfermarkt.co.uk/chang-hoon-kwon/profil/spieler/259350,1800000
990,353366,27,benjamin-pavard,Benjamin Pavard,France,France,1996-03-28,Defender,Right-Back,Right,186,https://www.transfermarkt.co.uk/benjamin-pavard/profil/spieler/353366,31500000
991,413843,60,keven-schlotterbeck,Keven Schlotterbeck,Germany,Germany,1997-04-28,Defender,Centre-Back,Left,189,https://www.transfermarkt.co.uk/keven-schlotterbeck/profil/spieler/413843,6750000
992,297583,60,woo-yeong-jeong,Woo Yeong Jeong,"Korea, South","Korea, South",1999-09-20,Attack,Right Winger,Right,179,https://www.transfermarkt.co.uk/woo-yeong-jeong/profil/spieler/297583,2700000
993,70285,60,jonathan-schmid,Jonathan Schmid,France,France,1990-06-22,Defender,Right-Back,Right,180,https://www.transfermarkt.co.uk/jonathan-schmid/profil/spieler/70285,2700000
994,388815,16,luca-unbehaun,Luca Unbehaun,Germany,Germany,2001-02-27,Goalkeeper,,Right,185,https://www.transfermarkt.co.uk/luca-unbehaun/profil/spieler/388815,1350000
995,392775,533,ryan-sessegnon,Ryan Sessegnon,Roehampton,England,2000-05-18,Defender,Left-Back,Left,178,https://www.transfermarkt.co.uk/ryan-sessegnon/profil/spieler/392775,16200000
996,185077,60,vincenzo-grifo,Vincenzo Grifo,Germany,Italy,1993-04-07,Attack,Left Winger,Right,180,https://www.transfermarkt.co.uk/vincenzo-grifo/profil/spieler/185077,10800000
997,143798,533,pavel-kaderabek,Pavel Kaderabek,Czech Republic,Czech Republic,1992-04-25,Defender,Right-Back,Right,182,https://www.transfermarkt.co.uk/pavel-kaderabek/profil/spieler/143798,7200000
998,270393,533,robert-skov,Robert Skov,Spain,Denmark,1996-05-20,Attack,Right Winger,Left,185,https://www.transfermarkt.co.uk/robert-skov/profil/spieler/270393,9000000
999,207006,533,joshua-brenet,Joshua Brenet,Netherlands,Netherlands,1994-03-20,Defender,Right-Back,Right,181,https://www.transfermarkt.co.uk/joshua-brenet/profil/spieler/207006,720000
1000,285323,60,baptiste-santamaria,Baptiste Santamaria,France,France,1995-03-09,Midfield,Defensive Midfield,Right,183,https://www.transfermarkt.co.uk/baptiste-santamaria/profil/spieler/285323,13500000
1001,578539,533,chris-richards,Chris Richards,United States,United States,2000-03-28,Defender,Centre-Back,Both,188,https://www.transfermarkt.co.uk/chris-richards/profil/spieler/578539,6750000
1002,324278,533,christoph-baumgartner,Christoph Baumgartner,Austria,Austria,1999-08-01,Midfield,Attacking Midfield,Right,180,https://www.transfermarkt.co.uk/christoph-baumgartner/profil/spieler/324278,19800000
1003,195736,533,florian-grillitsch,Florian Grillitsch,Austria,Austria,1995-08-07,Midfield,Defensive Midfield,Right,187,https://www.transfermarkt.co.uk/florian-grillitsch/profil/spieler/195736,16200000
1004,237164,533,ihlas-bebou,Ihlas Bebou,"Präfektur Assoli, Kara",Togo,1994-04-23,Attack,Right Winger,Right,183,https://www.transfermarkt.co.uk/ihlas-bebou/profil/spieler/237164,14400000
1005,223974,533,stefan-posch,Stefan Posch,Austria,Austria,1997-05-14,Defender,Centre-Back,Right,188,https://www.transfermarkt.co.uk/stefan-posch/profil/spieler/223974,11700000
1006,160241,533,kevin-akpoguma,Kevin Akpoguma,Germany,Nigeria,1995-04-19,Defender,Centre-Back,Right,192,https://www.transfermarkt.co.uk/kevin-akpoguma/profil/spieler/160241,4500000
1007,476915,533,melayro-bogarde,Melayro Bogarde,Netherlands,Netherlands,2002-05-28,Defender,Centre-Back,Right,184,https://www.transfermarkt.co.uk/melayro-bogarde/profil/spieler/476915,2250000
1008,450234,533,marco-john,Marco John,Germany,Germany,2002-04-02,Midfield,Left Midfield,Left,182,https://www.transfermarkt.co.uk/marco-john/profil/spieler/450234,3600000
1009,111039,533,ishak-belfodil,Ishak Belfodil,Algeria,Algeria,1992-01-12,Attack,Centre-Forward,Right,192,https://www.transfermarkt.co.uk/ishak-belfodil/profil/spieler/111039,2520000
1010,57051,533,sebastian-rudy,Sebastian Rudy,Germany,Germany,1990-02-28,Midfield,Defensive Midfield,Right,180,https://www.transfermarkt.co.uk/sebastian-rudy/profil/spieler/57051,2700000
1011,523913,533,gabriel-haider,Gabriel Haider,Austria,Austria,2002-06-18,Defender,Centre-Back,,184,https://www.transfermarkt.co.uk/gabriel-haider/profil/spieler/523913,0
1012,263801,533,kasim-adams,Kasim Adams,Ghana,Ghana,1995-06-22,Defender,Centre-Back,Right,190,https://www.transfermarkt.co.uk/kasim-adams/profil/spieler/263801,1530000
1013,251309,533,dennis-geiger,Dennis Geiger,Germany,Germany,1998-06-10,Midfield,Central Midfield,Right,173,https://www.transfermarkt.co.uk/dennis-geiger/profil/spieler/251309,9000000
1014,578392,533,maximilian-beier,Maximilian Beier,Germany,Germany,2002-10-17,Attack,Centre-Forward,,183,https://www.transfermarkt.co.uk/maximilian-beier/profil/spieler/578392,1800000
1015,51676,533,ermin-bicakcic,Ermin Bicakcic,Jugoslawien (SFR),Bosnia-Herzegovina,1990-01-24,Defender,Centre-Back,Right,185,https://www.transfermarkt.co.uk/ermin-bicakcic/profil/spieler/51676,1350000
1016,215864,533,mijat-gacinovic,Mijat Gacinovic,Yugoslavia (Republic),Serbia,1995-02-08,Midfield,Attacking Midfield,Right,175,https://www.transfermarkt.co.uk/mijat-gacinovic/profil/spieler/215864,3150000
1017,45683,60,manuel-gulde,Manuel Gulde,Germany,Germany,1991-02-12,Defender,Centre-Back,Right,184,https://www.transfermarkt.co.uk/manuel-gulde/profil/spieler/45683,2160000
1018,55089,533,oliver-baumann,Oliver Baumann,Germany,Germany,1990-06-02,Goalkeeper,,Right,187,https://www.transfermarkt.co.uk/oliver-baumann/profil/spieler/55089,4500000
1019,148967,533,konstantinos-stafylidis,Konstantinos Stafylidis,Greece,Greece,1993-12-02,Defender,Left-Back,Left,178,https://www.transfermarkt.co.uk/konstantinos-stafylidis/profil/spieler/148967,1080000
1020,432671,533,luca-philipp,Luca Philipp,Germany,Germany,2000-11-28,Goalkeeper,,,192,https://www.transfermarkt.co.uk/luca-philipp/profil/spieler/432671,90000
1021,600942,533,nahuel-noll,Nahuel Noll,Germany,Germany,2003-03-17,Goalkeeper,,Both,188,https://www.transfermarkt.co.uk/nahuel-noll/profil/spieler/600942,0
1022,46580,533,andrej-kramaric,Andrej Kramaric,Jugoslawien (SFR),Croatia,1991-06-19,Attack,Centre-Forward,Right,177,https://www.transfermarkt.co.uk/andrej-kramaric/profil/spieler/46580,25200000
1023,378883,60,lino-tempelmann,Lino Tempelmann,Germany,Germany,1999-02-02,Midfield,Central Midfield,Right,174,https://www.transfermarkt.co.uk/lino-tempelmann/profil/spieler/378883,810000
1024,284769,60,florian-muller,Florian Muller,Germany,Germany,1997-11-13,Goalkeeper,,Left,192,https://www.transfermarkt.co.uk/florian-muller/profil/spieler/284769,7200000
1025,84435,533,kevin-vogt,Kevin Vogt,Germany,Germany,1991-09-23,Defender,Centre-Back,Right,194,https://www.transfermarkt.co.uk/kevin-vogt/profil/spieler/84435,3600000
1026,183321,82,kevin-mbabu,Kevin Mbabu,Switzerland,Switzerland,1995-04-19,Defender,Right-Back,Right,184,https://www.transfermarkt.co.uk/kevin-mbabu/profil/spieler/183321,10800000
1027,124732,82,john-anthony-brooks,John Anthony Brooks,Germany,United States,1993-01-28,Defender,Centre-Back,Left,193,https://www.transfermarkt.co.uk/john-anthony-brooks/profil/spieler/124732,12600000
1028,315604,533,diadie-samassekou,Diadie Samassekou,Mali,Mali,1996-01-11,Midfield,Defensive Midfield,Right,177,https://www.transfermarkt.co.uk/diadie-samassekou/profil/spieler/315604,12600000
1029,293169,82,josip-brekalo,Josip Brekalo,Croatia,Croatia,1998-06-23,Attack,Left Winger,Right,175,https://www.transfermarkt.co.uk/josip-brekalo/profil/spieler/293169,10800000
1030,348778,60,niclas-thiede,Niclas Thiede,Germany,Germany,1999-04-14,Goalkeeper,,Both,186,https://www.transfermarkt.co.uk/niclas-thiede/profil/spieler/348778,180000
1031,79501,82,daniel-ginczek,Daniel Ginczek,Germany,Germany,1991-04-13,Attack,Centre-Forward,Right,191,https://www.transfermarkt.co.uk/daniel-ginczek/profil/spieler/79501,1800000
1032,221611,82,paulo-otavio,Paulo Otavio,São Paulo,Brazil,1994-11-23,Defender,Left-Back,Left,173,https://www.transfermarkt.co.uk/paulo-otavio/profil/spieler/221611,7200000
1033,119277,82,yannick-gerhardt,Yannick Gerhardt,Germany,Germany,1994-03-13,Midfield,Central Midfield,Left,184,https://www.transfermarkt.co.uk/yannick-gerhardt/profil/spieler/119277,9000000
1034,42234,533,havard-nordtveit,Havard Nordtveit,Norway,Norway,1990-06-21,Defender,Centre-Back,Right,188,https://www.transfermarkt.co.uk/havard-nordtveit/profil/spieler/42234,1350000
1035,108880,82,koen-casteels,Koen Casteels,Belgium,Belgium,1992-06-25,Goalkeeper,,Left,197,https://www.transfermarkt.co.uk/koen-casteels/profil/spieler/108880,12600000
1036,228645,82,wout-weghorst,Wout Weghorst,Netherlands,Netherlands,1992-08-07,Attack,Centre-Forward,Right,197,https://www.transfermarkt.co.uk/wout-weghorst/profil/spieler/228645,27000000
1037,535551,82,bartosz-bialek,Bartosz Bialek,Poland,Poland,2001-11-11,Attack,Centre-Forward,Right,191,https://www.transfermarkt.co.uk/bartosz-bialek/profil/spieler/535551,4500000
1038,51977,82,pavao-pervan,Pavao Pervan,Jugoslawien (SFR),Austria,1987-11-13,Goalkeeper,,Both,194,https://www.transfermarkt.co.uk/pavao-pervan/profil/spieler/51977,540000
1039,282144,82,marin-pongracic,Marin Pongracic,Germany,Croatia,1997-09-11,Defender,Centre-Back,Right,190,https://www.transfermarkt.co.uk/marin-pongracic/profil/spieler/282144,7650000
1040,127076,82,jerome-roussillon,Jerome Roussillon,France,France,1993-01-06,Defender,Left-Back,Left,175,https://www.transfermarkt.co.uk/jerome-roussillon/profil/spieler/127076,6300000
1041,381724,82,joao-victor,Joao Victor,Brazil,Brazil,1994-03-27,Attack,Left Winger,Both,178,https://www.transfermarkt.co.uk/joao-victor/profil/spieler/381724,2700000
1042,337092,82,tim-siersleben,Tim Siersleben,Germany,Germany,2000-03-09,Defender,Centre-Back,Left,187,https://www.transfermarkt.co.uk/tim-siersleben/profil/spieler/337092,225000
1043,192268,82,niklas-klinger,Niklas Klinger,Germany,Germany,1995-10-13,Goalkeeper,,Right,187,https://www.transfermarkt.co.uk/niklas-klinger/profil/spieler/192268,90000
1044,441994,82,lino-kasten,Lino Kasten,Germany,Germany,2001-01-17,Goalkeeper,,Right,188,https://www.transfermarkt.co.uk/lino-kasten/profil/spieler/441994,90000
1045,327251,82,ridle-baku,Ridle Baku,Germany,Germany,1998-04-08,Defender,Right-Back,Right,176,https://www.transfermarkt.co.uk/ridle-baku/profil/spieler/327251,22500000
1046,143891,82,maximilian-philipp,Maximilian Philipp,Germany,Germany,1994-03-01,Attack,Second Striker,Right,183,https://www.transfermarkt.co.uk/maximilian-philipp/profil/spieler/143891,6300000
1047,66058,82,admir-mehmedi,Admir Mehmedi,Jugoslawien (SFR),Switzerland,1991-03-16,Attack,Second Striker,Right,183,https://www.transfermarkt.co.uk/admir-mehmedi/profil/spieler/66058,3600000
1048,185245,44,jhon-cordoba,Jhon Cordoba,Colombia,Colombia,1993-05-11,Attack,Centre-Forward,Right,188,https://www.transfermarkt.co.uk/jhon-cordoba/profil/spieler/185245,13500000
1049,51100,44,peter-pekarik,Peter Pekarik,CSSR,Slovakia,1986-10-30,Defender,Right-Back,Right,177,https://www.transfermarkt.co.uk/peter-pekarik/profil/spieler/51100,720000
1050,605222,44,jonas-dirkner,Jonas Dirkner,Germany,Germany,2002-07-15,Midfield,Defensive Midfield,Both,181,https://www.transfermarkt.co.uk/jonas-dirkner/profil/spieler/605222,180000
1051,89592,44,marvin-plattenhardt,Marvin Plattenhardt,Germany,Germany,1992-01-26,Defender,Left-Back,Left,181,https://www.transfermarkt.co.uk/marvin-plattenhardt/profil/spieler/89592,3600000
1052,117674,82,maximilian-arnold,Maximilian Arnold,Germany,Germany,1994-05-27,Midfield,Central Midfield,Left,184,https://www.transfermarkt.co.uk/maximilian-arnold/profil/spieler/117674,17100000
1053,303259,44,dodi-lukebakio,Dodi Lukebakio,Belgium,Belgium,1997-09-24,Attack,Right Winger,Left,187,https://www.transfermarkt.co.uk/dodi-lukebakio/profil/spieler/303259,11700000
1054,338032,44,deyovaisio-zeefuik,Deyovaisio Zeefuik,Netherlands,Netherlands,1998-03-11,Defender,Right-Back,Right,177,https://www.transfermarkt.co.uk/deyovaisio-zeefuik/profil/spieler/338032,3600000
1055,315125,44,javairo-dilrosun,Javairo Dilrosun,Netherlands,Netherlands,1998-06-22,Attack,Left Winger,Left,175,https://www.transfermarkt.co.uk/javairo-dilrosun/profil/spieler/315125,8100000
1056,88721,82,jeffrey-bruma,Jeffrey Bruma,Netherlands,Netherlands,1991-11-13,Defender,Centre-Back,Right,189,https://www.transfermarkt.co.uk/jeffrey-bruma/profil/spieler/88721,1080000
1057,282660,44,maximilian-mittelstadt,Maximilian Mittelstadt,Germany,Germany,1997-03-18,Defender,Left-Back,Left,180,https://www.transfermarkt.co.uk/maximilian-mittelstadt/profil/spieler/282660,6300000
1058,126214,44,mathew-leckie,Mathew Leckie,Australia,Australia,1991-02-04,Attack,Right Winger,Right,181,https://www.transfermarkt.co.uk/mathew-leckie/profil/spieler/126214,900000
1059,194638,82,renato-steffen,Renato Steffen,Switzerland,Switzerland,1991-11-03,Attack,Right Winger,Left,170,https://www.transfermarkt.co.uk/renato-steffen/profil/spieler/194638,4050000
1060,423436,44,santiago-ascacibar,Santiago Ascacibar,Argentina,Argentina,1997-02-25,Midfield,Defensive Midfield,Right,168,https://www.transfermarkt.co.uk/santiago-ascacibar/profil/spieler/423436,5850000
